ticker,buy_thr,sell_thr,year,strat_irr,market_irr,total_strat_ret,total_market_ret,buy_signals,sell_signals
SPY,0.0,0.1,2015,0.0,0.0014551257525687866,-2.3962357808059886,254.36145981437383,14,2274
SPY,0.0,0.1,2016,-0.0033522239999927983,0.1199788984947534,-2.3962357808059886,254.36145981437383,14,2274
SPY,0.0,0.1,2017,-0.02402236682553549,0.21705383510312437,-2.3962357808059886,254.36145981437383,14,2274
SPY,0.0,0.1,2018,0.0,-0.045689853811560543,-2.3962357808059886,254.36145981437383,14,2274
SPY,0.0,0.1,2019,-0.005555133565175674,0.31223857457048343,-2.3962357808059886,254.36145981437383,14,2274
SPY,0.0,0.1,2020,0.04330677154575113,0.18331615406465507,-2.3962357808059886,254.36145981437383,14,2274
SPY,0.0,0.1,2021,0.0,0.2872878903129972,-2.3962357808059886,254.36145981437383,14,2274
SPY,0.0,0.1,2022,-0.0408672563395025,-0.18175371270703644,-2.3962357808059886,254.36145981437383,14,2274
SPY,0.0,0.1,2023,0.0,0.2617577736314527,-2.3962357808059886,254.36145981437383,14,2274
SPY,0.0,0.1,2024,0.026228058351541073,0.24886469278458012,-2.3962357808059886,254.36145981437383,14,2274
SPY,0.0,0.1,2025,-0.017416059352763358,0.05545839912912287,-2.3962357808059886,254.36145981437383,14,2274
SPY,0.0,0.2,2015,0.0,0.0014551257525687866,-1.0047412392097055,254.36145981437383,14,2056
SPY,0.0,0.2,2016,-0.0033522239999927983,0.1199788984947534,-1.0047412392097055,254.36145981437383,14,2056
SPY,0.0,0.2,2017,-0.02402236682553549,0.21705383510312437,-1.0047412392097055,254.36145981437383,14,2056
SPY,0.0,0.2,2018,0.0,-0.045689853811560543,-1.0047412392097055,254.36145981437383,14,2056
SPY,0.0,0.2,2019,-0.005555133565175674,0.31223857457048343,-1.0047412392097055,254.36145981437383,14,2056
SPY,0.0,0.2,2020,0.04330677154575113,0.18331615406465507,-1.0047412392097055,254.36145981437383,14,2056
SPY,0.0,0.2,2021,0.0,0.2872878903129972,-1.0047412392097055,254.36145981437383,14,2056
SPY,0.0,0.2,2022,-0.027193316731265793,-0.18175371270703644,-1.0047412392097055,254.36145981437383,14,2056
SPY,0.0,0.2,2023,0.0,0.2617577736314527,-1.0047412392097055,254.36145981437383,14,2056
SPY,0.0,0.2,2024,0.026228058351541073,0.24886469278458012,-1.0047412392097055,254.36145981437383,14,2056
SPY,0.0,0.2,2025,-0.017416059352763358,0.05545839912912287,-1.0047412392097055,254.36145981437383,14,2056
SPY,0.0,0.3,2015,0.0,0.0014551257525687866,0.030442371412142677,254.36145981437383,14,1861
SPY,0.0,0.3,2016,-0.0033522239999927983,0.1199788984947534,0.030442371412142677,254.36145981437383,14,1861
SPY,0.0,0.3,2017,-0.013816665432936248,0.21705383510312437,0.030442371412142677,254.36145981437383,14,1861
SPY,0.0,0.3,2018,0.0,-0.045689853811560543,0.030442371412142677,254.36145981437383,14,1861
SPY,0.0,0.3,2019,-0.005555133565175674,0.31223857457048343,0.030442371412142677,254.36145981437383,14,1861
SPY,0.0,0.3,2020,0.04330677154575113,0.18331615406465507,0.030442371412142677,254.36145981437383,14,1861
SPY,0.0,0.3,2021,0.0,0.2872878903129972,0.030442371412142677,254.36145981437383,14,1861
SPY,0.0,0.3,2022,-0.027193316731265793,-0.18175371270703644,0.030442371412142677,254.36145981437383,14,1861
SPY,0.0,0.3,2023,0.0,0.2617577736314527,0.030442371412142677,254.36145981437383,14,1861
SPY,0.0,0.3,2024,0.026228058351541073,0.24886469278458012,0.030442371412142677,254.36145981437383,14,1861
SPY,0.0,0.3,2025,-0.017416059352763358,0.05545839912912287,0.030442371412142677,254.36145981437383,14,1861
SPY,0.0,0.4,2015,0.0,0.0014551257525687866,-0.38168516684089493,254.36145981437383,14,1662
SPY,0.0,0.4,2016,-0.0033522239999927983,0.1199788984947534,-0.38168516684089493,254.36145981437383,14,1662
SPY,0.0,0.4,2017,-0.013816665432936248,0.21705383510312437,-0.38168516684089493,254.36145981437383,14,1662
SPY,0.0,0.4,2018,0.0,-0.045689853811560543,-0.38168516684089493,254.36145981437383,14,1662
SPY,0.0,0.4,2019,-0.005555133565175674,0.31223857457048343,-0.38168516684089493,254.36145981437383,14,1662
SPY,0.0,0.4,2020,0.04330677154575113,0.18331615406465507,-0.38168516684089493,254.36145981437383,14,1662
SPY,0.0,0.4,2021,0.0,0.2872878903129972,-0.38168516684089493,254.36145981437383,14,1662
SPY,0.0,0.4,2022,-0.027193316731265793,-0.18175371270703644,-0.38168516684089493,254.36145981437383,14,1662
SPY,0.0,0.4,2023,0.0,0.2617577736314527,-0.38168516684089493,254.36145981437383,14,1662
SPY,0.0,0.4,2024,0.021999977046009533,0.24886469278458012,-0.38168516684089493,254.36145981437383,14,1662
SPY,0.0,0.4,2025,-0.017416059352763358,0.05545839912912287,-0.38168516684089493,254.36145981437383,14,1662
SPY,0.0,0.5,2015,0.0,0.0014551257525687866,-3.555030835795736,254.36145981437383,14,1471
SPY,0.0,0.5,2016,-0.0033522239999927983,0.1199788984947534,-3.555030835795736,254.36145981437383,14,1471
SPY,0.0,0.5,2017,-0.012550882851716683,0.21705383510312437,-3.555030835795736,254.36145981437383,14,1471
SPY,0.0,0.5,2018,0.0,-0.045689853811560543,-3.555030835795736,254.36145981437383,14,1471
SPY,0.0,0.5,2019,-0.005555133565175674,0.31223857457048343,-3.555030835795736,254.36145981437383,14,1471
SPY,0.0,0.5,2020,0.04330677154575113,0.18331615406465507,-3.555030835795736,254.36145981437383,14,1471
SPY,0.0,0.5,2021,0.0,0.2872878903129972,-3.555030835795736,254.36145981437383,14,1471
SPY,0.0,0.5,2022,-0.059389404347849006,-0.18175371270703644,-3.555030835795736,254.36145981437383,14,1471
SPY,0.0,0.5,2023,0.0,0.2617577736314527,-3.555030835795736,254.36145981437383,14,1471
SPY,0.0,0.5,2024,0.021999977046009533,0.24886469278458012,-3.555030835795736,254.36145981437383,14,1471
SPY,0.0,0.5,2025,-0.017416059352763358,0.05545839912912287,-3.555030835795736,254.36145981437383,14,1471
SPY,0.0,0.6,2015,0.0,0.0014551257525687866,2.2013333176665872,254.36145981437383,14,1237
SPY,0.0,0.6,2016,-0.0004403101157018918,0.1199788984947534,2.2013333176665872,254.36145981437383,14,1237
SPY,0.0,0.6,2017,-0.012550882851716683,0.21705383510312437,2.2013333176665872,254.36145981437383,14,1237
SPY,0.0,0.6,2018,0.0,-0.045689853811560543,2.2013333176665872,254.36145981437383,14,1237
SPY,0.0,0.6,2019,-0.005555133565175674,0.31223857457048343,2.2013333176665872,254.36145981437383,14,1237
SPY,0.0,0.6,2020,0.04330677154575113,0.18331615406465507,2.2013333176665872,254.36145981437383,14,1237
SPY,0.0,0.6,2021,0.0,0.2872878903129972,2.2013333176665872,254.36145981437383,14,1237
SPY,0.0,0.6,2022,-0.059389404347849006,-0.18175371270703644,2.2013333176665872,254.36145981437383,14,1237
SPY,0.0,0.6,2023,0.0,0.2617577736314527,2.2013333176665872,254.36145981437383,14,1237
SPY,0.0,0.6,2024,0.021999977046009533,0.24886469278458012,2.2013333176665872,254.36145981437383,14,1237
SPY,0.0,0.6,2025,0.0381966260186144,0.05545839912912287,2.2013333176665872,254.36145981437383,14,1237
SPY,0.0,0.7,2015,0.0,0.0014551257525687866,9.027363142391899,254.36145981437383,14,1046
SPY,0.0,0.7,2016,-0.0004403101157018918,0.1199788984947534,9.027363142391899,254.36145981437383,14,1046
SPY,0.0,0.7,2017,-0.012550882851716683,0.21705383510312437,9.027363142391899,254.36145981437383,14,1046
SPY,0.0,0.7,2018,0.0,-0.045689853811560543,9.027363142391899,254.36145981437383,14,1046
SPY,0.0,0.7,2019,-0.005555133565175674,0.31223857457048343,9.027363142391899,254.36145981437383,14,1046
SPY,0.0,0.7,2020,0.04330677154575113,0.18331615406465507,9.027363142391899,254.36145981437383,14,1046
SPY,0.0,0.7,2021,0.0,0.2872878903129972,9.027363142391899,254.36145981437383,14,1046
SPY,0.0,0.7,2022,0.0050409192694054195,-0.18175371270703644,9.027363142391899,254.36145981437383,14,1046
SPY,0.0,0.7,2023,0.0,0.2617577736314527,9.027363142391899,254.36145981437383,14,1046
SPY,0.0,0.7,2024,0.020365945525195217,0.24886469278458012,9.027363142391899,254.36145981437383,14,1046
SPY,0.0,0.7,2025,0.0381966260186144,0.05545839912912287,9.027363142391899,254.36145981437383,14,1046
SPY,0.0,0.8,2015,0.0,0.0014551257525687866,9.57658697056698,254.36145981437383,14,786
SPY,0.0,0.8,2016,0.0026828454744354246,0.1199788984947534,9.57658697056698,254.36145981437383,14,786
SPY,0.0,0.8,2017,-0.010667821044667347,0.21705383510312437,9.57658697056698,254.36145981437383,14,786
SPY,0.0,0.8,2018,0.0,-0.045689853811560543,9.57658697056698,254.36145981437383,14,786
SPY,0.0,0.8,2019,-0.005555133565175674,0.31223857457048343,9.57658697056698,254.36145981437383,14,786
SPY,0.0,0.8,2020,0.04330677154575113,0.18331615406465507,9.57658697056698,254.36145981437383,14,786
SPY,0.0,0.8,2021,0.0,0.2872878903129972,9.57658697056698,254.36145981437383,14,786
SPY,0.0,0.8,2022,0.0050409192694054195,-0.18175371270703644,9.57658697056698,254.36145981437383,14,786
SPY,0.0,0.8,2023,0.0,0.2617577736314527,9.57658697056698,254.36145981437383,14,786
SPY,0.0,0.8,2024,0.020365945525195217,0.24886469278458012,9.57658697056698,254.36145981437383,14,786
SPY,0.0,0.8,2025,0.0381966260186144,0.05545839912912287,9.57658697056698,254.36145981437383,14,786
SPY,0.0,0.9,2015,0.0,0.0014551257525687866,11.510001231427136,254.36145981437383,14,460
SPY,0.0,0.9,2016,0.02241122039320409,0.1199788984947534,11.510001231427136,254.36145981437383,14,460
SPY,0.0,0.9,2017,-0.005470301825708512,0.21705383510312437,11.510001231427136,254.36145981437383,14,460
SPY,0.0,0.9,2018,0.0,-0.045689853811560543,11.510001231427136,254.36145981437383,14,460
SPY,0.0,0.9,2019,0.008734194052008704,0.31223857457048343,11.510001231427136,254.36145981437383,14,460
SPY,0.0,0.9,2020,0.013434316857901418,0.18331615406465507,11.510001231427136,254.36145981437383,14,460
SPY,0.0,0.9,2021,0.0,0.2872878903129972,11.510001231427136,254.36145981437383,14,460
SPY,0.0,0.9,2022,0.0012020432766757239,-0.18175371270703644,11.510001231427136,254.36145981437383,14,460
SPY,0.0,0.9,2023,0.0,0.2617577736314527,11.510001231427136,254.36145981437383,14,460
SPY,0.0,0.9,2024,0.03204056496469665,0.24886469278458012,11.510001231427136,254.36145981437383,14,460
SPY,0.0,0.9,2025,0.0381966260186144,0.05545839912912287,11.510001231427136,254.36145981437383,14,460
SPY,0.0,1.0,2015,0.0,0.0014551257525687866,53.301778724275465,254.36145981437383,14,42
SPY,0.0,1.0,2016,0.09157559531300064,0.1199788984947534,53.301778724275465,254.36145981437383,14,42
SPY,0.0,1.0,2017,0.06742894519661635,0.21705383510312437,53.301778724275465,254.36145981437383,14,42
SPY,0.0,1.0,2018,0.0,-0.045689853811560543,53.301778724275465,254.36145981437383,14,42
SPY,0.0,1.0,2019,0.008734194052008704,0.31223857457048343,53.301778724275465,254.36145981437383,14,42
SPY,0.0,1.0,2020,0.13256255939182604,0.18331615406465507,53.301778724275465,254.36145981437383,14,42
SPY,0.0,1.0,2021,0.0,0.2872878903129972,53.301778724275465,254.36145981437383,14,42
SPY,0.0,1.0,2022,-0.006327053070145028,-0.18175371270703644,53.301778724275465,254.36145981437383,14,42
SPY,0.0,1.0,2023,0.0,0.2617577736314527,53.301778724275465,254.36145981437383,14,42
SPY,0.0,1.0,2024,0.0761360515068481,0.24886469278458012,53.301778724275465,254.36145981437383,14,42
SPY,0.0,1.0,2025,0.07697298830443766,0.05545839912912287,53.301778724275465,254.36145981437383,14,42
SPY,0.1,0.2,2015,0.04530976570815959,0.0014551257525687866,60.90861066725386,254.36145981437383,240,2056
SPY,0.1,0.2,2016,0.031957674367634636,0.1199788984947534,60.90861066725386,254.36145981437383,240,2056
SPY,0.1,0.2,2017,-0.014185368395817743,0.21705383510312437,60.90861066725386,254.36145981437383,240,2056
SPY,0.1,0.2,2018,0.0626524046782806,-0.045689853811560543,60.90861066725386,254.36145981437383,240,2056
SPY,0.1,0.2,2019,0.10222543065672496,0.31223857457048343,60.90861066725386,254.36145981437383,240,2056
SPY,0.1,0.2,2020,-0.03066084190832863,0.18331615406465507,60.90861066725386,254.36145981437383,240,2056
SPY,0.1,0.2,2021,0.07248894272831863,0.2872878903129972,60.90861066725386,254.36145981437383,240,2056
SPY,0.1,0.2,2022,0.05899372362130073,-0.18175371270703644,60.90861066725386,254.36145981437383,240,2056
SPY,0.1,0.2,2023,0.1221290973343716,0.2617577736314527,60.90861066725386,254.36145981437383,240,2056
SPY,0.1,0.2,2024,0.09062804388132806,0.24886469278458012,60.90861066725386,254.36145981437383,240,2056
SPY,0.1,0.2,2025,-0.041186754759619415,0.05545839912912287,60.90861066725386,254.36145981437383,240,2056
SPY,0.1,0.3,2015,0.04530976570815959,0.0014551257525687866,67.07552915571667,254.36145981437383,240,1861
SPY,0.1,0.3,2016,0.038158100364332315,0.1199788984947534,67.07552915571667,254.36145981437383,240,1861
SPY,0.1,0.3,2017,-0.005328787095163379,0.21705383510312437,67.07552915571667,254.36145981437383,240,1861
SPY,0.1,0.3,2018,0.08130873451501053,-0.045689853811560543,67.07552915571667,254.36145981437383,240,1861
SPY,0.1,0.3,2019,0.12175036107155135,0.31223857457048343,67.07552915571667,254.36145981437383,240,1861
SPY,0.1,0.3,2020,-0.03066084190832863,0.18331615406465507,67.07552915571667,254.36145981437383,240,1861
SPY,0.1,0.3,2021,0.09052868975707451,0.2872878903129972,67.07552915571667,254.36145981437383,240,1861
SPY,0.1,0.3,2022,0.01985789545715444,-0.18175371270703644,67.07552915571667,254.36145981437383,240,1861
SPY,0.1,0.3,2023,0.1221290973343716,0.2617577736314527,67.07552915571667,254.36145981437383,240,1861
SPY,0.1,0.3,2024,0.10014390860368527,0.24886469278458012,67.07552915571667,254.36145981437383,240,1861
SPY,0.1,0.3,2025,-0.041186754759619415,0.05545839912912287,67.07552915571667,254.36145981437383,240,1861
SPY,0.1,0.4,2015,0.04530976570815959,0.0014551257525687866,57.852470106526056,254.36145981437383,240,1662
SPY,0.1,0.4,2016,0.041877101331094346,0.1199788984947534,57.852470106526056,254.36145981437383,240,1662
SPY,0.1,0.4,2017,-0.007945963028102243,0.21705383510312437,57.852470106526056,254.36145981437383,240,1662
SPY,0.1,0.4,2018,-0.02336374091051374,-0.045689853811560543,57.852470106526056,254.36145981437383,240,1662
SPY,0.1,0.4,2019,0.11662811767847181,0.31223857457048343,57.852470106526056,254.36145981437383,240,1662
SPY,0.1,0.4,2020,-0.02620471688217718,0.18331615406465507,57.852470106526056,254.36145981437383,240,1662
